time_s,generated_a_bits,generated_b_bits,delivered_bits,delivered_step_bits,pool_a_bits,pool_b_bits
234.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
236.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
238.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
240.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
242.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
244.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
246.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
248.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
250.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
252.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
254.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
256.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
258.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
260.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
262.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
264.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
266.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
268.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
270.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
272.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
274.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
276.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
278.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
280.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
282.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
284.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
286.0,1744801.5066763526,1744801.5066763526,1744801.5066763526,0.0,0.0,0.0
