time_s,bbm92_visible_a,bbm92_visible_b,bbm92_common_visibility,bbm92_eta_a,bbm92_eta_b,bbm92_singles_a_hz,bbm92_singles_b_hz,bbm92_true_coincidence_hz,bbm92_accepted_true_hz,bbm92_accidental_coincidence_hz,bbm92_coincidence_hz,bbm92_qber,bbm92_sifted_rate_bps,bbm92_key_rate_bps,bbm92_cumulative_key_bits,trusted_detection_a_hz,trusted_detection_b_hz,trusted_qber_a,trusted_qber_b,trusted_simultaneous_rate_bps,trusted_simultaneous_bits,trusted_generated_a_bits,trusted_generated_b_bits,trusted_delivered_bits,trusted_delivered_step_bits,trusted_pool_a_bits,trusted_pool_b_bits,link_a_elevation_deg,link_a_distance_km,link_a_key_rate_bps,link_b_elevation_deg,link_b_distance_km,link_b_key_rate_bps
-146.0,True,True,True,0.0012178218698473385,4.440579925195791e-05,12378.218698473385,644.0579925195791,0.5407835347708493,0.5307619085713216,0.007972238777439525,0.5387341473487611,0.036511763517875606,0.26936707367438056,0.1378358841294384,0.6082486444565491,48857.94950650738,1936.2086990496784,0.01658731104513863,0.05507743437585139,91.87845656353366,344.44052719215586,396948.0843594283,344.44052719215586,344.44052719215586,164.2353927611753,396603.6438322362,0.0,39.76878809204802,744.3280165627058,9611.821271166162,10.480706433216705,1663.157019301717,91.87845656353366
-144.0,True,True,True,0.0012691079814269662,4.7218342371886485e-05,12891.079814269662,672.1834237188648,0.5992517517391225,0.5881466113840516,0.008665111401256373,0.5968117227853079,0.03638046512507514,0.29840586139265396,0.15309494631142567,0.8991794748974132,50908.11481620346,2048.7076219095575,0.016523347987057912,0.052876643362909446,112.5199411750959,548.8389249307854,416590.20803491893,548.8389249307854,548.8389249307854,204.39839773862957,416041.36910998815,0.0,40.6025153927879,733.5372073031682,10030.302404324468,10.697525520936466,1649.2729428874861,112.5199411750959
-142.0,True,True,True,0.001322311325030842,5.016155985859126e-05,13423.113250308419,701.6155985859126,0.663291986822277,0.651000073467534,0.009417799125908167,0.6604178725934421,0.03625878815163594,0.33020893629672105,0.16982175739463828,1.2220961786034772,53034.866031701764,2166.4332198586685,0.01646222130986466,0.05081834558507485,134.31396082812566,795.6728269340069,437084.95358471206,795.6728269340069,795.6728269340069,246.8339020032215,436289.28075777803,0.0,41.45909438247653,722.881996275488,10464.443145468631,10.916946733046858,1635.398848052341,134.31396082812566
-140.0,True,True,True,0.0013774607704359577,5.323995919393355e-05,13974.607704359578,732.3995919393356,0.7333595520925467,0.719769169197404,0.010234921717457851,0.7300040909148618,0.03614587936821522,0.3650020454574309,0.18813681985240757,1.5800547558505231,55239.35103201103,2289.565763936258,0.01640382845695828,0.0488919875285303,157.2944691712188,1087.2812569333514,458463.87608542485,1087.2812569333514,1087.2812569333514,291.6084299993445,457376.5948284915,0.0,42.33924163468498,712.3685216509655,10914.479355244148,11.139034911138033,1621.5350600761185,157.2944691712188
-138.0,True,True,True,0.0014345779880275738,5.645822554198858e-05,14545.779880275739,764.5822554198859,0.8099372760563296,0.7949277794577698,0.011121360051449956,0.8060491395092197,0.0360409737877647,0.4030245697546099,0.20816795823666492,1.9763595339395956,57522.42957573075,2418.292630072872,0.016348071680976857,0.04708784928953343,181.49689646018896,1426.072622564759,480758.94359758333,1426.072622564759,1426.072622564759,338.79136563140764,479332.8709750186,0.0,43.24367872821948,702.0032043838169,11380.588156914335,11.363856984100691,1607.68191462509,181.49689646018896
-136.0,True,True,True,0.0014936761002489459,5.982123208145536e-05,15136.761002489458,798.2123208145536,0.8935354464751537,0.8769767355218024,0.012082252863955974,0.8890589883857584,0.035943384391927194,0.4445294941928792,0.23005030975864954,2.41457780193491,59884.61943067431,2552.8087121899307,0.01629485780723802,0.045396981411247164,206.95824451170776,1814.5277635366558,504002.4086803662,1814.5277635366558,1814.5277635366558,388.45514097189675,502187.8809168295,0.0,44.17312903317976,691.7927562322475,11862.876925868499,11.591482048853207,1593.8397581812683,206.95824451170776
-134.0,True,True,True,0.0015547581951124486,6.333405076536308e-05,15747.581951124486,833.3405076536308,0.9846913445711609,0.9664433618891733,0.013122989141519532,0.9795663510306929,0.03585249317479303,0.48978317551534645,0.253926207188083,2.8985543188816427,62326.03700429724,2693.316852374228,0.016244098013453945,0.04381114511622884,233.71718329978458,2255.2031913481483,528226.6567584649,2255.2031913481483,2255.2031913481483,440.67542781149245,525971.4535671168,0.0,45.12831397340329,681.7441869345225,12361.37115223021,11.821981454620245,1580.0089484924913,233.71718329978458
-132.0,True,True,True,0.0016178157007348476,6.700196353144458e-05,16378.157007348476,870.0196353144457,1.0839682858123472,1.0638805348471532,0.014249195299967099,1.0781297301471202,0.03576774332107025,0.5390648650735601,0.27994493160284817,3.432425457672574,64846.332435884164,2840.0282890606254,0.016195707624771367,0.04232275613811813,261.814149621631,2750.7345242695637,553464.0290786361,2750.7345242695637,2750.7345242695637,495.53133292141547,550713.2945543665,0.0,46.109948717332884,671.8648103118685,12876.001167940965,12.055428890929926,1566.1898550443937,261.814149621631
-130.0,True,True,True,0.0016828266234633642,7.083047398840558e-05,17028.26623463364,908.3047398840558,1.191954073802182,1.1698651650122511,0.015466716222564127,1.1853318812348153,0.03568863236288322,0.5926659406174076,0.3082623102080976,4.02063269948352,67444.61925558651,2993.1631242304384,0.01614960592326818,0.040924832227853904,291.2914482479788,3303.840122139173,579746.6180056842,3303.840122139173,3303.840122139173,553.1055978696095,576442.777883545,0.0,47.118737250053,662.1622490403018,13406.587759107213,12.291900479507488,1552.382859555495,291.2914482479788
-128.0,True,True,True,0.0017497536567603958,7.482531960452213e-05,17697.53656760396,948.2531960452213,1.3092587659627792,1.2849960044190245,0.016781589158856285,1.3017775935778808,0.035614706182325005,0.6508887967889404,0.3390401323476099,4.667935142039227,70119.39889931229,3152.95081068097,0.016105715971106344,0.039610944315730694,322.19335595901634,3917.3249263461685,607106.0324867497,3917.3249263461685,3917.3249263461685,613.4848042069952,603188.7075604035,0.0,48.15536678143839,652.644437802407,13952.826721958281,12.531474870247846,1538.5883564966575,322.19335595901634
-126.0,True,True,True,0.0018185421737182987,7.899248442669066e-05,18385.421737182987,989.9248442669066,1.436511643367229,1.4098906725065021,0.018200009433620018,1.4280906819401222,0.03554555374621899,0.7140453409700611,0.3724453551273479,5.379420629514185,72868.48059631405,3319.6306604891975,0.016063964446607227,0.03837517124290404,354.56622885925384,4594.0845111644385,635573.1316760372,4594.0845111644385,4594.0845111644385,676.75958481827,630979.0471648728,0.0,49.220501449442416,643.319624498629,14514.27246732921,12.774233341461136,1524.8067536362778,354.56622885925384
-124.0,True,True,True,0.0018891181229897397,8.333821235936319e-05,19091.181229897396,1033.3821235936318,1.574357273056405,1.5451817914068673,0.019728286888984318,1.5649100782958516,0.035480802475903045,0.7824550391479258,0.4086490689760544,6.160515053617588,75688.89742238527,3493.452375844715,0.016024281492572585,0.037212057929075296,388.45861335609607,5337.109353379788,665177.7249784075,5337.109353379788,5337.109353379788,743.02484221535,659840.6156250277,0.0,50.3147752839081,634.1963691664334,15090.32083504104,13.020259904592015,1511.0384726126433,388.45861335609607
-122.0,True,True,True,0.001961385856094121,8.786902103429134e-05,19813.858560941208,1078.6902103429134,1.7234505504549582,1.6915121202338004,0.021372791991941368,1.7128849122257417,0.03542011416870002,0.8564424561128708,0.44782519324155495,7.016989315835197,78576.81963782941,3674.6766034865236,0.015986600576227698,0.03611657681202549,423.92136118178536,6149.48932791767,695948.2371597646,6149.48932791767,6149.48932791767,812.3799745378819,689798.7478318469,0.0,51.438784405358945,625.2835402260537,15680.191346316087,13.269641413624164,1497.2839495349697,423.92136118178536
-120.0,True,True,True,0.002035225923506692,9.259171630315267e-05,20552.25923506692,1125.9171630315268,1.884450613221535,1.8495285817192642,0.023139890595569135,1.8726684723148332,0.03536318139949724,0.9363342361574166,0.49014887286657466,7.954963381943326,81527.46680617105,3863.5755140239853,0.015950858360209434,0.0350840923758077,461.0077488324796,7034.418437931936,727911.3377056041,7034.418437931936,7034.418437931936,884.9291100142655,720876.9192676722,0.0,52.593078445450196,616.5903076448395,16282.909199523467,13.522467679388612,1483.5436356147393,461.0077488324796
-118.0,True,True,True,0.002110492887570825,9.751340738669152e-05,21304.928875708247,1175.134073866915,2.058013527324088,2.019875083828109,0.02503586645812236,2.0449109502862317,0.03530972434084479,1.0224554751431159,0.535794549647709,8.980906804457609,84535.02061356315,4060.4334074844273,0.0159169945840633,0.034110328574530495,499.77360179721995,7995.199788561636,761091.5343065503,7995.199788561636,7995.199788561636,960.7813506296998,753096.3345179886,0.0,53.77815119157391,608.1261325903178,16897.287401422665,13.77883158900647,1469.8179978290395,499.77360179721995
-116.0,True,True,True,0.0021870132119141765,0.00010264152271479642,22070.132119141766,1226.4152271479643,2.2447836626824884,2.2031840552245003,0.027066830812944843,2.230250886037445,0.03525948794849447,1.1151254430187225,0.5849336859169229,10.101635040022241,87592.54077271781,4265.54734646113,0.01588495195574889,0.03319133895571126,540.2774239440063,9035.25081430286,795510.7312291554,9035.25081430286,9035.25081430286,1040.0510257412252,786475.4804148526,0.0,54.99443047787619,599.9007531269956,17521.909521182442,14.03882923070465,1456.1075196177317,540.2774239440063
-114.0,True,True,True,0.002264583299372227,0.00010798382649360808,22845.83299372227,1279.8382649360808,2.445383700797331,2.40006663807612,0.029238618557565856,2.429305256633686,0.035212239466549264,1.214652628316843,0.6377321250768091,11.324300851015973,90691.88688598982,4479.227818302116,0.01585467605268297,0.03232347928890346,582.5805324329766,10158.108770679844,831187.754405494,10158.108770679844,10158.108770679844,1122.8579563769836,821029.6456348142,0.0,56.24226736895893,591.9241655061832,18155.11365515613,14.302560024253536,1442.4127016163598,582.5805324329766
-112.0,True,True,True,0.0023429677629454135,0.00011354843603604118,23629.677629454134,1335.4843603604118,2.6604032516531375,2.6111015159052595,0.031556671004070565,2.64265818690933,0.0351677662125981,1.321329093454665,0.6943470826067849,12.656380058699568,93823.64964067853,4701.799427791341,0.015826115231873644,0.031503382510766585,626.7471985197674,11367.436501632588,868137.846353404,11367.436501632588,11367.436501632588,1209.3277309527439,856770.4098517714,0.0,57.52192471093871,584.2066006044117,18794.97829275394,14.570126857286288,1428.7340624268572,626.7471985197674
-110.0,True,True,True,0.0024218980263654806,0.00011934383989381135,24418.980263654805,1393.4383989381136,2.8903861029769957,2.836822399140082,0.03402590561484228,2.8708483047549245,0.03512587360850439,1.4354241523774622,0.7549237732399331,14.105650914546287,96977.09518880941,4933.601621841883,0.015799220548717623,0.030727935805282346,672.8447946174792,12667.028494769835,906372.1355184274,12667.028494769835,12667.028494769835,1299.5919931372464,893705.1070236575,0.0,58.83356515725332,576.7584950872476,19439.310872269376,14.841636227768317,1415.0721394282075,672.8447946174792
-108.0,True,True,True,0.002501071361551669,0.0001253789168290333,25210.713615516688,1453.789168290333,3.1358161822346378,3.0777042472584704,0.03665057374216152,3.114354821000632,0.03508638342706885,1.557177410500316,0.819591695148061,15.680166382934281,100140.12698886827,5174.989447719375,0.01577394568404606,0.029994259647177227,720.9439479783076,14060.817237365622,945897.0862937723,14060.817237365622,14060.817237365622,1393.788742595787,931836.2690564067,0.0,60.17723881330511,569.5904569145904,20085.63990307559,15.117198392896556,1401.4274896293698,720.9439479783076
-106.0,True,True,True,0.0025801504785275316,0.0001316629556644556,26001.504785275316,1516.629556644556,3.3971023806199434,3.3341483740144637,0.03943410809542325,3.373582482109887,0.0350491322286833,1.6867912410549435,0.8884606101874806,17.388218688269824,103299.26971552882,5426.334346353453,0.015750246879011914,0.029299688646648142,771.1187013574063,15552.879886701336,986713.9377953095,15552.879886701336,15552.879886701336,1492.062649335714,971161.0579086081,0.0,61.55287068402003,562.713224863781,20731.211598461585,15.396927524718404,1387.8006905669088,771.1187013574063
-104.0,True,True,True,0.0026587637879991275,0.0001382056760516399,26787.637879991275,1582.056760516399,3.674562467820384,3.6064666602900863,0.042378962464201204,3.6488456227542874,0.03501396996544735,1.8244228113771437,0.9616162803115331,19.238295578768838,106439.68002574724,5688.024982304248,0.01572808287741419,0.028641754044056392,823.4466810178503,17147.445269076594,1028818.1413951211,17147.445269076594,17147.445269076594,1594.5653823752582,1011670.6961260445,0.0,62.960248150577996,556.137621830696,21372.99200135005,15.680941872768845,1374.1923412499189,823.4466810178503
-102.0,True,True,True,0.0027365064563929,0.00014501725019629708,27565.064563929,1650.1725019629707,3.9684064145051154,3.8948651856457155,0.04548644710615404,3.9403516327518697,0.03498075873310967,1.9701758163759349,1.0391160436199127,21.239027902700283,109545.18895109536,5960.468111946677,0.015707414875053123,0.028018167713900633,878.0092724298001,18848.901222524244,1072198.8089784824,18848.901222524244,18848.901222524244,1701.4559534476502,1053349.9077559581,0.0,64.39900874537783,549.8745017786472,22007.67558201123,15.969363934035696,1360.6030631549993,878.0092724298001
-100.0,True,True,True,0.0028129423663266783,0.00015210832557982978,28329.42366326678,1721.0832557982978,4.278719532945152,4.1994276813728515,0.04875656412966349,4.248184245502515,0.03494937165368563,2.1240921227512577,1.1209843383106604,23.399128284630855,112598.38041160985,6244.08949142819,0.015688206475702376,0.027426807547827493,934.8918040111645,20661.80229896521,1116838.1857917865,20661.80229896521,20661.80229896521,1812.901076440965,1096176.3834928214,0.0,65.86862853566832,543.9346903413889,22631.701231292893,16.26232063057043,1347.033501274195,934.8918040111645
-98.0,True,True,True,0.002887607080916978,0.00015949004871548472,29076.070809169778,1794.9004871548473,4.605445940066274,4.520099300004398,0.052187848110775516,4.572287148115174,0.034919691873756285,2.286143574057587,1.2072083077433655,25.727320930684883,115580.7097632146,6539.334825929294,0.015670423653275357,0.026865704096565534,994.1837392479538,22590.877842224327,1162711.1634770848,22590.877842224327,22590.877842224327,1929.0755432591177,1140120.2856348604,0.0,67.36841146367631,538.3289192499337,23241.27645400549,16.559943495071828,1333.4843252190035,994.1837392479538
-96.0,True,True,True,0.0029600118869689386,0.00016717408997611518,29800.118869689388,1871.7408997611517,4.948372935225159,4.856671282596811,0.0557772180171062,4.912448500613918,0.03489161166531686,2.456224250306959,1.2977336432389268,28.232262881667175,118472.6653576693,6846.67076169932,0.015654034719748626,0.026333028360360434,1055.9788775176837,24641.040458989963,1209784.8503074993,24641.040458989963,24641.040458989963,2050.162616765636,1185143.8098485093,0.0,68.89748002152483,533.067754941409,23832.410376408927,16.862368864777928,1319.956230383739,1055.9788775176837
-94.0,True,True,True,0.0030296489593329744,0.0001751726695294502,30496.489593329745,1951.726695294502,5.3071169594347785,5.20876717815461,0.05951984719011756,5.268287025344728,0.03486503161765537,2.634143512672364,1.392460841106804,30.922457366012907,121253.97478660292,7166.585922295198,0.01563901029839143,0.025827080626588266,1120.3755639271533,26817.3949004348,1258018.2165980805,26817.3949004348,26817.3949004348,2176.354441444837,1231200.8216976456,0.0,70.45476765949945,528.1615219181981,24400.955914172362,17.169738084006752,1306.4499391717293,1120.3755639271533
-92.0,True,True,True,0.0030959976465908543,0.00018349858441356112,31159.97646590854,2034.9858441356112,5.681111854971384,5.575831320806538,0.06340905857491026,5.639240379381448,0.034839859910146015,2.819620189690724,1.491242064406206,33.80616027152592,123903.8558016175,7499.591990321911,0.01562532330183382,0.02534628026186795,1187.4769084472691,29125.247372809223,1307361.8336153333,29125.247372809223,29125.247372809223,2307.852472374423,1278236.586242524,0.0,72.03901333293878,523.6202216514246,24942.661103080434,17.482197715695126,1292.966202288063,1187.4769084472691
-90.0,True,True,True,0.003158531827608786,0.00019216523678280484,31785.318276087863,2121.652367828048,6.069600165384678,5.957120291041145,0.06743625249627327,6.024556543537418,0.03481601165705778,3.012278271768709,1.5938788057541549,36.89128114168628,126401.3098849961,7846.224835876178,0.01561294891449301,0.024889156373930653,1257.3910146055778,31570.11529586207,1357757.7238995277,31570.11529586207,31570.11529586207,2444.867923052847,1326187.6086036656,0.0,73.64875858298282,519.4534480560754,25453.22918111391,17.799899762286124,1279.505800102787,1257.3910146055778
-88.0,True,True,True,0.0032167282312336744,0.00020118666335033807,32367.282312336745,2211.8666335033804,6.4716281974673775,6.351698069186339,0.07159087398053388,6.423288943166873,0.03479340831654024,3.2116444715834365,1.7001205428470394,40.185280490287475,128725.45416479363,8207.045692726586,0.01560186457886456,0.024454339265934887,1330.2312179610497,34157.7375284287,1409139.3396232305,34157.7375284287,34157.7375284287,2587.6222325666276,1374981.6020948018,0.0,75.28234751691566,515.6703007956252,25928.38654258898,18.123001896320403,1266.0695440887291,1330.2312179610497
-86.0,True,True,True,0.0032700755503726055,0.00021057756604776434,32900.75550372605,2305.775660477643,6.886045501897666,6.758435525676405,0.07586042585227863,6.834295951528683,0.03477197715687477,3.4171479757643417,1.8096645614428226,43.695065594577336,130855.8849380896,8582.642383041186,0.015592049985178075,0.02404055261277873,1406.1163345388773,36894.08508092862,1461431.6833519954,36894.08508092862,36894.08508092862,2736.347552499923,1424537.5982710668,0.0,76.93793000301098,512.2792978894419,26363.95718617589,18.451667701085455,1252.6582783383456,1406.1163345388773
-84.0,True,True,True,0.0033180841207513774,0.00022035334391650726,33380.841207513775,2403.5334391650727,7.3115093140382985,7.176014779555651,0.08023053256090332,7.256245312116554,0.034751650773885895,3.628122656058277,1.9221570902792846,47.426887246299444,132773.06364091553,8973.630591233923,0.015583487063916213,0.023646606295229584,1485.1709193528006,39785.3723348203,1514551.5823186068,39785.3723348203,39785.3723348203,2891.287253891678,1474766.2099837866,0.0,78.61346832198788,509.2882892830548,26755.941780435474,18.78606692167456,1239.2728811642503,1485.1709193528006
-82.0,True,True,True,0.0033602958784364058,0.0002305301262378736,33802.958784364055,2505.301262378736,7.7464943305255085,7.602938793890719,0.08468505792115018,7.687623851811869,0.0347323666541145,3.8438119259059347,2.037195848697693,51.38624018527642,134458.71386749457,9380.655187194941,0.015576159980701233,0.023271389833462372,1567.525535078947,42838.068789252044,1568408.1231099912,42838.068789252044,42838.068789252044,3052.696454431745,1525570.0543207391,0.0,80.3067474232814,506.704373185484,27100.599010948834,19.126375726802255,1225.914266788383,1567.525535078947
-80.0,True,True,True,0.0033962942637680575,0.00024112480689844002,34162.94263768058,2611.2480689844,8.189307985213524,8.037546368626227,0.08920627773841706,8.126752646364645,0.034714066778974935,4.063376323182323,2.154334051746339,55.57777008572045,135896.21619548468,9804.391598755567,0.015570055133069522,0.022913866366913307,1653.3170308598155,46058.91135519081,1622903.2486143378,46058.91135519081,46058.91135519081,3220.842565938765,1576844.3372591469,0.0,82.01538882194866,504.5338170656905,27394.526493397643,19.47277698171191,1212.583387125027,1653.3170308598155
-78.0,True,True,True,0.0034257137077081993,0.00025215507997681076,34457.13707708199,2721.5507997681075,8.63811113944818,8.478032447432883,0.09377510574062373,8.571807553173507,0.034696697265659375,4.285903776586753,2.2730858518010266,60.00518998926782,137070.9863172412,10245.547232814151,0.015565161148679355,0.022573067132140526,1742.6888311296775,49454.9172171803,1677932.5133858353,49454.9172171803,49454.9172171803,3396.0058619894917,1628477.596168655,0.0,83.73686804560816,502.7819852203696,27634.738278099954,19.825460532498248,1199.2812336632144,1742.6888311296775
-76.0,True,True,True,0.0034482483240884914,0.00026363947652338117,34682.48324088491,2836.3947652338115,9.090943830853162,8.92247338932554,0.09837136850572228,9.020844757831263,0.03468020804103086,4.5104223789156315,2.392933124037877,64.67120896510673,137970.82148203652,10704.862943971133,0.015561468884534364,0.022248086394808544,1835.7912342342515,53033.39728254423,1733385.9875329328,53033.39728254423,53033.39728254423,3578.480065363932,1680352.5902503885,0.0,85.46853540646569,501.45327476904765,27818.735868997443,20.184623502146536,1186.0088394543475,1835.7912342342515
-74.0,True,True,True,0.0034636594410092036,0.000275597402488458,34836.59441009204,2955.97402488458,9.545755450467611,9.368856586567794,0.10297412235024848,9.471830708918043,0.03466455254516559,4.735915354459022,2.51333343035397,69.57747551949858,138586.20064571116,11183.114548869187,0.015558971426851247,0.021938076795909093,1932.7817204839623,56801.970237262445,1789149.293161633,56801.970237262445,56801.970237262445,3768.5729547182127,1732347.3229243704,0.0,87.20763973870454,500.55106179565774,27944.569759702852,20.5504705985658,1172.7672812112116,1932.7817204839623
-72.0,True,True,True,0.003471781638028207,0.00028804917773468723,34917.81638028207,3080.4917773468724,10.000438461084105,9.815113558152598,0.10756200264139933,9.922675560793998,0.03464968746157384,4.961337780396999,2.6337289280888023,74.72453787794134,138910.52505570132,11681.114383656786,0.015557664091259152,0.021642245075970876,2033.8252691211842,60768.577226867594,1845104.7516833167,60768.577226867594,60768.577226867594,3966.6069896051486,1784336.174456449,0.0,88.95135461460082,500.0776591390778,28010.88876198096,20.92321443485796,1159.5576815248698,2033.8252691211842
-70.0,True,True,True,0.003472527012085075,0.00030101607604641334,34925.27012085075,3210.1607604641335,10.452864551430254,10.259155433986217,0.11211359392582468,10.371269027912042,0.03463557247145508,5.185634513956021,2.753555931835433,80.11182273786558,138940.28824227903,12199.712901059263,0.015557544423084033,0.02135984814432741,2139.094683491064,64941.49717947984,1901132.61530745,64941.49717947984,64941.49717947984,4172.919952612247,1836191.1181279703,0.0,89.3031935579091,500.0342870450927,28016.97486215245,21.303075862024723,1146.3812112062963,2139.094683491064
-68.0,True,True,True,0.0034658874713403764,0.00031452036602182043,34858.87471340376,3345.2036602182043,10.900921960764167,10.698909587796317,0.11660780782013551,10.815517395616453,0.034622170029629536,5.407758697808227,2.872254793884708,85.73763346358572,138675.16742227363,12739.80030246896,0.015558612197546465,0.021090189463508723,2248.7709234865824,69329.36278645748,1957112.3521335807,69329.36278645748,69329.36278645748,4387.865606977641,1887782.9893471233,0.0,87.55889624008674,500.42105754053654,27962.761963978235,21.69028431425964,1133.2390917599444,2248.7709234865824
-66.0,True,True,True,0.003451934947268872,0.00032858535270153936,34719.34947268872,3485.8535270153934,11.342552621511121,11.132356091453259,0.12102425492099687,11.253380346374255,0.03460944516004271,5.626690173187128,2.989279745414821,91.59916800288525,138118.03195036002,13302.3081991781,0.015560869419781556,0.020832615721559096,2363.043444075731,73941.1771540198,2012923.951719231,73941.1771540198,73941.1771540198,4611.814367562314,1938982.7745652113,0.0,85.81863300981699,501.23697299381024,27848.837621671963,22.085078166910417,1120.1325979968221,2363.043444075731
-64.0,True,True,True,0.003430819514810676,0.0003432354197505011,34508.19514810676,3632.354197505011,11.77578776254253,11.55756265846058,0.12534359714121762,11.682906255601797,0.034597365268963925,5.841453127800898,3.104108338778392,97.69255608707846,137274.86841208677,13888.211295400528,0.01556432032467216,0.020586513767550878,2482.110538417227,78786.33113651276,2068449.217020603,78786.33113651276,78786.33113651276,4845.153982492964,1989662.88588409,0.0,84.08524211346187,502.47993890474544,27676.427679699947,22.487705107118614,1107.0630607950154,2482.110538417227
-62.0,True,True,True,0.0034027655106208636,0.0003584960719666246,34227.65510620864,3784.960719666246,12.198780693810852,11.9727168210356,0.1295478678596196,12.10226468889522,0.03458589997419909,6.05113234444761,3.2162501515065407,104.01291457736339,136154.62594255767,14498.529083999387,0.015568971376570697,0.020351307787808345,2606.179683718496,83874.62135864848,2123573.0092556486,83874.62135864848,83874.62135864848,5088.290222135722,2039698.3878970002,0.0,82.36149206953526,504.1467905432496,27447.36455534595,22.898422517049408,1094.0318700159544,2606.179683718496
-60.0,True,True,True,0.0033680658328672643,0.00037439397783948505,33880.658328672645,3943.9397783948507,12.609835647924333,12.376154237201417,0.133620749007673,12.50977498620909,0.03457502094881478,6.254887493104545,3.325254453286065,110.554419182156,134768.9890729827,15134.327543819105,0.015574831269065205,0.020126456702393644,2735.467887577827,89216.26892994481,2178184.414474504,89216.26892994481,89216.26892994481,5341.647571296329,2088968.1455445592,0.0,80.65005502203054,506.23333265292894,27164.04066350955,23.317497869514828,1081.040477585117,2735.467887577827
-58.0,True,True,True,0.003327074685734115,0.00039095701182395863,33470.74685734115,4109.570118239586,13.00743177249746,12.76638223851883,0.13754779655742913,12.90393003507626,0.03456470177802774,6.45196501753813,3.430716594656739,117.3103902300988,133132.08858083686,15796.720825192935,0.015581910925021434,0.01991145176325015,2870.202032077876,94821.93884960051,2232177.8042726847,94821.93884960051,94821.93884960051,5605.669919655702,2137355.8654230842,0.0,78.95348246029697,508.73439107363765,26829.349134671284,23.74520913565958,1068.0904007461907,2870.202032077876
-56.0,True,True,True,0.0032801990924176067,0.00040821429592686434,33001.99092417607,4282.142959268644,13.390241630111928,13.142097987212004,0.1413166086260956,13.2834145958381,0.03455491782805429,6.64170729791905,3.5322829456062057,124.27338977036175,131260.16323418022,16486.872907517652,0.015590223497201579,0.01970581433706745,3010.6192123510527,100702.76009402944,2285453.767879775,100702.76009402944,100702.76009402944,5880.821244428924,2184751.0077857454,0.0,77.27418381598233,511.6438748333438,26446.61447241871,24.181845204224647,1055.183225498097,3010.6192123510527
-54.0,True,True,True,0.0032278895385470874,0.0004261962401270143,32478.895385470874,4461.962401270143,13.757143848740919,13.502200892159163,0.1449169333486146,13.647117825507777,0.03454564612583823,6.823558912753889,3.629654287867096,131.43532700383506,129171.18684141264,17205.99920968222,0.015599784369819254,0.019509093857451722,3156.9670657037414,106870.34637208423,2337919.898460785,106870.34637208423,106870.34637208423,6167.5862780547905,2231049.5520887007,0.0,75.61440832325835,514.9548470275118,26019.516108591222,24.6277063117186,1042.3206102245879,3156.9670657037414
-52.0,True,True,True,0.0031706301224372897,0.00044493458105995245,31906.301224372895,4649.345810599524,14.107229852227011,13.845799214643446,0.14834071656547376,13.99413993120892,0.034536865248688306,6.99706996560446,3.722587640640583,138.78756893234274,126884.47559660762,17955.36813057204,0.015610611161440593,0.019320865932361063,3309.504086658903,113336.81752444687,2389491.42250158,113336.81752444687,113336.81752444687,6466.4711523626465,2276154.6049771328,0.0,73.97623039467105,518.6596026510883,25552.007932203865,25.08310448261386,1029.5042895264419,3309.504086658903
-50.0,True,True,True,0.0031089285803580675,0.00046446241829689784,31289.285803580675,4844.624182968978,14.439804867454495,14.172211056860633,0.15158209202661277,14.323793148887246,0.034528555222955025,7.161896574443623,3.810896570271376,146.3210531432547,124420.29038653243,18736.302492800678,0.01562272372967911,0.019140730594008837,3468.499922445877,120114.82153355166,2440091.6672347123,120114.82153355166,120114.82153355166,6778.004009104785,2319976.845701161,0.0,72.36153862988976,522.7497514758654,25048.23680092867,25.5483639784341,1016.73607826655,3468.499922445877
-48.0,True,True,True,0.0030433065268947166,0.00048481424743091546,30633.065268947164,5048.142474309155,14.75438363538055,14.480960152432115,0.1546373190609045,14.63559747149302,0.034520697430965974,7.31779873574651,3.89445009560627,154.02639980913233,121799.44760943615,19550.180858162537,0.015636144178159925,0.018968310679568934,3634.2356425154003,127217.55709851293,2489652.366849564,127217.55709851293,127217.55709851293,7102.735564961273,2362434.809751051,0.0,70.77202844606506,527.2163040712883,24512.46281392298,26.023821754308223,1004.0178758383889,3634.2356425154003
-46.0,True,True,True,0.002974290206630394,0.0005060259890496489,29942.902066303937,5260.25989049649,15.050681435308297,14.77176705701321,0.15750467439482901,14.92927173140804,0.03451327452551892,7.46463586570402,3.97317034924316,161.89402025398175,119042.95031315382,20398.43867795502,0.015650896866246444,0.018803250332049302,3807.0039745665995,134658.79671559494,2538113.8134297645,134658.79671559494,134658.79671559494,7441.239617082014,2403455.0167141696,0.0,69.20919820287752,532.0497591418882,23948.983766277295,26.509827921230716,991.3516706685355,3807.0039745665995
-44.0,True,True,True,0.002902401998725873,0.0005281350125233884,29224.01998725873,5481.350125233884,15.328601159449963,15.04453646238638,0.16018430597096936,15.20472076835735,0.03450627035130248,7.602360384178675,4.0470291889430055,169.91421979216793,116171.64928629171,21282.569235299998,0.01566700842203049,0.018645213611624852,3987.10949834368,142452.91018850522,2585424.8629545327,142452.91018850522,142452.91018850522,7794.113472910278,2442971.9527660273,0.0,67.67434859746167,537.2401904883246,23362.06575849105,27.006746211880127,978.7395449639507,3987.10949834368
