qber,gain,error_gain,double_click_gain,detection_rate_hz,error_rate_hz,rate_bits_per_pulse,rate_bits_per_second,eta_total_baseline,eta_total_faded,fading_factor,clipped,visible,time_s,cumulative_rate_integral_bits,distance_m,eta_geometric,eta_atmospheric,eta_optical
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.0,0.0,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.02,100.72983958069246,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.04,201.4596791613849,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.06,302.1895187420773,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.08,402.9193583227698,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.1,503.6491979034623,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.12,604.3790374841548,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.14,705.1088770648473,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.16,805.8387166455398,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.18,906.5685562262322,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.2,1007.2983958069248,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.22,1108.028235387617,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.24,1208.7580749683095,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.26,1309.4879145490022,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.28,1410.2177541296946,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.3,1510.9475937103869,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.32,1611.6774332910795,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.34,1712.407272871772,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.36,1813.1371124524642,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.38,1913.8669520331568,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.4,2014.5967916138493,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.42,2115.3266311945417,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.44,2216.056470775234,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.46,2316.7863103559266,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.48,2417.516149936619,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.5,2518.2459895173115,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.52,2618.975829098004,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.54,2719.7056686786964,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.56,2820.435508259389,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.58,2921.165347840081,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.6,3021.8951874207733,20000,0.01975243775970005,0.3981071705534972,0.7
0.01701941846597897,0.00013960302998085197,2.375962386362728e-06,3.2606911113989144e-10,11146.450705983341,189.7061089755372,6.301763035291124e-05,5036.491979034623,0.0013761277439084429,0.0013761277439084429,1.0,False,True,0.62,3122.6250270014657,20000,0.01975243775970005,0.3981071705534972,0.7
