qber,gain,error_gain,double_click_gain,detection_rate_hz,error_rate_hz,rate_bits_per_pulse,rate_bits_per_second,eta_total_baseline,eta_total_faded,fading_factor,clipped,visible,time_s,cumulative_rate_integral_bits,distance_m,elevation_deg,atmospheric_path_m,eta_atmospheric,eta_geometric,eta_pointing,eta_optical
nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71053547355054,False,False,-600.0,0.0,4348697.350471533,-12.814763156879211,505212.8264405012,8.868940383288782e-06,0.00026435872677546015,0.7943282347242815,0.7
nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7735524979703035,False,False,-598.0,0.0,4334922.2092731185,-12.728943130327584,505212.8264405012,8.868940383288782e-06,0.00026604128276611625,0.7943282347242815,0.7
nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2666548871793517,False,False,-596.0,0.0,4321142.40264336,-12.642980855945362,505212.8264405012,8.868940383288782e-06,0.0002677405307328824,0.7943282347242815,0.7
nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1192124033016002,False,False,-594.0,0.0,4307357.953861325,-12.556874920014439,505212.8264405012,8.868940383288782e-06,0.0002694566908718331,0.7943282347242815,0.7
nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3095670378702982,False,False,-592.0,0.0,4293568.886295434,-12.470623890132897,505212.8264405012,8.868940383288782e-06,0.00027118998700643857,0.7943282347242815,0.7
nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2608176722881137,False,False,-590.0,0.0,4279775.223404823,-12.38422631490674,505212.8264405012,8.868940383288782e-06,0.000272940646659163,0.7943282347242815,0.7
nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8862690374832467,False,False,-588.0,0.0,4265976.988740728,-12.297680723635338,505212.8264405012,8.868940383288782e-06,0.00027470890112470987,0.7943282347242815,0.7
nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0814717608477595,False,False,-586.0,0.0,4252174.205947894,-12.21098562599078,505212.8264405012,8.868940383288782e-06,0.00027649498554495685,0.7943282347242815,0.7
nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9158065078114492,False,False,-584.0,0.0,4238366.898766014,-12.1241395116908,505212.8264405012,8.868940383288782e-06,0.000278299138985624,0.7943282347242815,0.7
nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8600757486668873,False,False,-582.0,0.0,4224555.091031204,-12.03714085016506,505212.8264405012,8.868940383288782e-06,0.0002801216045147211,0.7943282347242815,0.7
nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.944790877208383,False,False,-580.0,0.0,4210738.806677498,-11.949988090214987,505212.8264405012,8.868940383288782e-06,0.00028196262928282205,0.7943282347242815,0.7
nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6218759863173633,False,False,-578.0,0.0,4196918.0697383825,-11.862679659666561,505212.8264405012,8.868940383288782e-06,0.0002838224646052142,0.7943282347242815,0.7
nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1381174904790055,False,False,-576.0,0.0,4183092.9043483576,-11.775213965016196,505212.8264405012,8.868940383288782e-06,0.00028570136604597225,0.7943282347242815,0.7
nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8453036542367164,False,False,-574.0,0.0,4169263.334744527,-11.687589391069402,505212.8264405012,8.868940383288782e-06,0.00028759959350400965,0.7943282347242815,0.7
nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2077585419328938,False,False,-572.0,0.0,4155429.385268236,-11.599804300572224,505212.8264405012,8.868940383288782e-06,0.00028951741130115713,0.7943282347242815,0.7
